id,high_severity_count,medium_severity_count,low_severity_count,num_functions,num_external_calls,num_state_vars,num_modifiers,max_cyclomatic_complexity,num_low_level_calls,lines_of_code,num_contracts_in_file,num_dependencies,avg_function_complexity,num_functions_high_complexity,num_comments,comment_to_code_ratio,num_payable_functions,num_library_calls,inheritance_depth,num_unused_functions,high_confidence_detectors,medium_confidence_detectors,low_confidence_detectors,security_detectors_triggered,optimization_detectors_triggered,total_detector_hits,unique_vulnerability_types,detectors_per_function,detectors_per_loc,risk_score_simple,risk_score_weighted,complexity_level,cfg_num_nodes,cfg_num_edges,cfg_num_cycles,cfg_max_depth,cfg_avg_branching,cfg_num_exit_points,cfg_cyclomatic_total,cg_num_nodes,cg_num_edges,cg_max_call_depth,cg_num_external_calls,cg_external_call_ratio,cg_num_public_entry_points,cg_num_internal_functions,cg_avg_calls_per_function,cg_num_leaf_functions,dfg_num_state_vars,dfg_num_tainted_flows,dfg_num_sensitive_sinks,dfg_num_external_sources,dfg_taint_to_sink_ratio,dfg_num_unvalidated_inputs,cei_violations,cei_safe_functions,cei_pattern_score,functions_with_reentrancy_guard,state_before_call_count,state_after_call_count,unchecked_calls_in_critical_context,cei_reentrancy_risk,state_external_danger,unchecked_lowlevel_risk,complexity_size_product,functions_calls_interaction,high_severity_density,guard_effectiveness,external_calls_ratio,low_level_calls_ratio,complexity_per_loc,avg_function_size,detector_density,high_severity_ratio,cei_violation_rate,state_after_call_ratio,reentrancy_risk_score,access_control_risk,code_quality_score,contract_maturity,has_critical_pattern,cei_violations^2,cei_violations lines_of_code,cei_violations num_functions,cei_violations max_cyclomatic_complexity,cei_violations total_detector_hits,lines_of_code^2,lines_of_code num_functions,lines_of_code max_cyclomatic_complexity,lines_of_code total_detector_hits,num_functions^2,num_functions max_cyclomatic_complexity,num_functions total_detector_hits,max_cyclomatic_complexity^2,max_cyclomatic_complexity total_detector_hits,total_detector_hits^2,ground_truth_vulnerable,contract_name,data_source
511,0,0,2,1,0,0,0,1,0,17,1,1,1.0,0,9,0.5294117647058824,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,0,0,0,0,0,0.0,0,0,1,0,0,0,0.0,1,0,0.0,1,0,0,0,3,0.0,1,0,0,1.0,0,0,0,0,0,0,0,17,0,0,0.0,0.0,0.0,0.05555555555555555,8.5,0.05555555555555555,0.0,0.0,0.0,0.0,0,10.244117647058824,0.9,0,0.0,0.0,0.0,0.0,0.0,289.0,17.0,17.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,False,IUniswapV3FlashCallback,production_safe
512,0,0,3,1,0,1,0,1,0,7,1,1,1.0,0,3,0.4285714285714285,0,0,0,0,2,1,0,0,0,2,1,0.0,0.0,3.0,4.05,0,1,0,0,0,0.0,0,1,1,0,0,0,0.0,0,1,0.0,1,1,0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,7,0,0,0.0,0.0,0.0,0.125,3.5,0.25,0.0,0.0,0.0,0.0,0,9.235714285714284,0.3,0,0.0,0.0,0.0,0.0,0.0,49.0,7.0,7.0,14.0,1.0,1.0,2.0,1.0,2.0,4.0,False,FixedPoint128,production_safe
513,0,0,5,3,0,0,0,1,0,25,1,1,1.0,0,12,0.48,0,0,0,0,2,3,0,0,0,2,1,0.0,0.0,5.0,10.25,0,7,4,0,2,0.5714285714285714,0,3,3,3,0,0,0.0,0,3,1.0,1,0,0,0,3,0.0,3,0,0,1.0,0,0,0,0,0,0,0,25,0,0,0.0,0.0,0.0,0.038461538461538464,6.25,0.07692307692307693,0.0,0.0,0.0,0.0,0,9.75,1.2,0,0.0,0.0,0.0,0.0,0.0,625.0,75.0,25.0,50.0,9.0,3.0,6.0,1.0,2.0,4.0,False,SafeCast,production_safe
514,0,0,2,1,0,0,0,1,0,25,1,1,1.0,0,12,0.48,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,0,0,0,0,0,0.0,0,0,1,0,0,0,0.0,1,0,0.0,1,0,0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,25,0,0,0.0,0.0,0.0,0.038461538461538464,12.5,0.038461538461538464,0.0,0.0,0.0,0.0,0,9.75,1.2,0,0.0,0.0,0.0,0.0,0.0,625.0,25.0,25.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,False,IUniswapV3PoolDeployer,production_safe
517,0,0,3,2,0,1,1,1,0,23,1,1,1.0,0,9,0.391304347826087,0,0,0,0,2,1,0,0,0,2,1,0.0,0.0,3.0,4.05,0,4,2,0,1,0.5,0,2,2,1,0,0,0.0,0,2,0.5,2,1,0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,23,0,0,0.0,0.0,0.0,0.041666666666666664,7.666666666666667,0.08333333333333333,0.0,0.0,0.0,0.0,0,10.86304347826087,0.9,0,0.0,0.0,0.0,0.0,0.0,529.0,46.0,23.0,46.0,4.0,2.0,4.0,1.0,2.0,4.0,False,NoDelegateCall,production_safe
519,0,0,7,5,0,0,0,1,0,41,1,1,1.0,0,23,0.5609756097560976,0,0,0,0,2,5,0,0,0,2,1,0.0,0.0,7.0,19.25,0,10,5,0,1,0.5,0,5,5,5,0,0,0.0,0,5,1.0,1,0,0,0,10,0.0,5,0,0,1.0,0,0,0,0,0,0,0,41,0,0,0.0,0.0,0.0,0.023809523809523808,6.833333333333333,0.047619047619047616,0.0,0.0,0.0,0.0,0,10.559756097560976,2.3,0,0.0,0.0,0.0,0.0,0.0,1681.0,205.0,41.0,82.0,25.0,5.0,10.0,1.0,2.0,4.0,False,LowGasSafeMath,production_safe
520,0,0,2,2,0,0,0,1,0,38,1,1,1.0,0,23,0.6052631578947368,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,0,0,0,0,0,0.0,0,0,2,0,0,0,0.0,2,0,0.0,2,0,0,0,3,0.0,2,0,0,1.0,0,0,0,0,0,0,0,38,0,0,0.0,0.0,0.0,0.02564102564102564,12.666666666666666,0.02564102564102564,0.0,0.0,0.0,0.0,0,11.00263157894737,2.3,0,0.0,0.0,0.0,0.0,0.0,1444.0,76.0,38.0,38.0,4.0,2.0,2.0,1.0,1.0,1.0,False,IUniswapV3PoolDerivedState,production_safe
522,0,0,3,1,0,0,0,1,0,17,1,1,1.0,0,9,0.5294117647058824,0,0,0,0,2,1,0,0,0,2,1,0.0,0.0,3.0,4.05,0,0,0,0,0,0.0,0,0,1,0,0,0,0.0,1,0,0.0,1,0,0,0,3,0.0,1,0,0,1.0,0,0,0,0,0,0,0,17,0,0,0.0,0.0,0.0,0.05555555555555555,8.5,0.1111111111111111,0.0,0.0,0.0,0.0,0,10.244117647058824,0.9,0,0.0,0.0,0.0,0.0,0.0,289.0,17.0,17.0,34.0,1.0,1.0,2.0,1.0,2.0,4.0,False,IUniswapV3MintCallback,production_safe
523,0,0,2,6,0,0,0,1,0,69,1,1,1.0,0,43,0.6231884057971014,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,0,0,0,0,0,0.0,0,0,6,0,0,0,0.0,6,0,0.0,6,0,0,0,10,0.0,5,0,0,1.0,0,0,0,0,0,0,0,69,0,0,0.0,0.0,0.0,0.014285714285714285,9.857142857142858,0.014285714285714285,0.0,0.0,0.0,0.0,0,11.181884057971015,4.3,0,0.0,0.0,0.0,0.0,0.0,4761.0,414.0,69.0,69.0,36.0,6.0,6.0,1.0,1.0,1.0,False,IUniswapV3Factory,production_safe
524,0,0,2,5,0,0,0,1,0,45,1,1,1.0,0,31,0.6888888888888889,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,0,0,0,0,0,0.0,0,0,5,0,0,0,0.0,5,0,0.0,5,0,0,0,10,0.0,5,0,0,1.0,0,0,0,0,0,0,0,45,0,0,0.0,0.0,0.0,0.021739130434782608,7.5,0.021739130434782608,0.0,0.0,0.0,0.0,0,11.838888888888889,3.1,0,0.0,0.0,0.0,0.0,0.0,2025.0,225.0,45.0,45.0,25.0,5.0,5.0,1.0,1.0,1.0,False,IERC20Minimal,production_safe
526,0,0,3,7,0,0,0,1,0,96,1,1,1.0,0,59,0.6145833333333334,0,0,0,0,2,1,0,0,0,2,1,0.0,0.0,3.0,4.05,0,0,0,0,0,0.0,0,0,7,0,0,0,0.0,7,0,0.0,7,0,0,0,24,0.0,7,0,0,1.0,0,0,0,0,0,0,0,96,0,0,0.0,0.0,0.0,0.010309278350515464,12.0,0.020618556701030927,0.0,0.0,0.0,0.0,0,11.095833333333335,5.9,0,0.0,0.0,0.0,0.0,0.0,9216.0,672.0,96.0,192.0,49.0,7.0,14.0,1.0,2.0,4.0,False,IUniswapV3PoolActions,production_safe
527,0,0,2,0,0,0,0,0,0,112,1,1,0.0,0,60,0.5357142857142857,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,112.0,0.008849557522123894,0.0,0.0,0.0,0.0,0,10.357142857142858,6.0,0,0.0,0.0,0.0,0.0,0.0,12544.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,False,IUniswapV3PoolEvents,production_safe
528,0,0,7,2,0,0,0,17,0,90,1,1,17.0,2,15,0.1666666666666666,0,0,0,0,2,5,0,0,0,3,1,0.0,0.0,7.0,12.833333333333336,0,67,81,0,25,1.208955223880597,0,34,2,2,0,0,0.0,0,2,1.0,1,0,0,0,2,0.0,2,0,0,1.0,0,0,0,0,0,0,0,1530,0,0,0.0,0.0,0.0,0.18681318681318682,30.0,0.03296703296703297,0.0,0.0,0.0,0.0,0,5.8166666666666655,1.5,0,0.0,0.0,0.0,0.0,0.0,8100.0,180.0,1530.0,270.0,4.0,34.0,6.0,289.0,51.0,9.0,False,BitMath,production_safe
532,0,0,4,1,0,0,0,1,0,16,1,1,1.0,0,8,0.5,0,0,0,0,3,1,0,0,0,3,2,0.0,0.0,4.0,4.933333333333334,0,4,3,0,3,0.75,0,1,1,0,0,0,0.0,0,1,0.0,1,0,0,0,2,0.0,1,0,0,1.0,0,0,0,0,0,0,0,16,0,0,0.0,0.0,0.0,0.058823529411764705,8.0,0.17647058823529413,0.0,0.0,0.0,0.0,0,9.95,0.8,0,0.0,0.0,0.0,0.0,0.0,256.0,16.0,16.0,48.0,1.0,1.0,3.0,1.0,3.0,9.0,False,UnsafeMath,production_safe
533,0,0,4,2,0,0,0,1,0,21,1,1,1.0,0,12,0.5714285714285714,0,0,0,0,2,2,0,0,0,2,1,0.0,0.0,4.0,6.8,0,0,0,0,0,0.0,0,0,2,0,0,0,0.0,2,0,0.0,2,0,0,0,5,0.0,2,0,0,1.0,0,0,0,0,0,0,0,21,0,0,0.0,0.0,0.0,0.045454545454545456,7.0,0.09090909090909091,0.0,0.0,0.0,0.0,0,10.664285714285715,1.2,0,0.0,0.0,0.0,0.0,0.0,441.0,42.0,21.0,42.0,4.0,2.0,4.0,1.0,2.0,4.0,False,IUniswapV3PoolOwnerActions,production_safe
535,0,0,3,1,0,0,0,3,0,16,1,1,3.0,0,6,0.375,0,0,0,0,2,1,0,0,0,2,1,0.0,0.0,3.0,4.05,0,5,5,0,3,1.0,0,3,1,1,0,0,0.0,0,1,1.0,1,0,0,0,2,0.0,1,0,0,1.0,0,0,0,0,0,0,0,48,0,0,0.0,0.0,0.0,0.17647058823529413,8.0,0.11764705882352941,0.0,0.0,0.0,0.0,0,8.6,0.6,0,0.0,0.0,0.0,0.0,0.0,256.0,16.0,48.0,32.0,1.0,3.0,2.0,9.0,6.0,4.0,False,LiquidityMath,production_safe
537,0,0,5,9,0,0,0,1,0,107,1,1,1.0,0,55,0.514018691588785,0,0,0,0,2,3,0,0,0,2,1,0.0,0.0,5.0,10.25,0,0,0,0,0,0.0,0,0,9,0,0,0,0.0,9,0,0.0,9,0,0,0,4,0.0,4,0,0,1.0,0,0,0,0,0,0,0,107,0,0,0.0,0.0,0.0,0.009259259259259259,10.7,0.018518518518518517,0.0,0.0,0.0,0.0,0,10.09018691588785,5.5,0,0.0,0.0,0.0,0.0,0.0,11449.0,963.0,107.0,214.0,81.0,9.0,18.0,1.0,2.0,4.0,False,IUniswapV3PoolState,production_safe
538,1,0,9,5,5,1,0,3,2,35,1,1,1.8,0,8,0.2285714285714285,1,0,0,0,8,2,0,1,1,6,3,0.0,0.0,19.0,29.766666666666666,0,18,13,0,4,0.7222222222222222,3,9,5,0,0,5,1.0,5,0,0.0,5,1,0,5,1,0.0,1,0,0,1.0,0,0,0,0,0,0,0,105,25,6,0.0,0.8333333333333334,0.3333333333333333,0.08333333333333333,5.833333333333333,0.16666666666666666,0.14285714285714285,0.0,0.0,0.0,0,7.135714285714284,0.8,0,0.0,0.0,0.0,0.0,0.0,1225.0,175.0,105.0,210.0,25.0,15.0,30.0,9.0,18.0,36.0,True,tob_reentrancy_Reentrancy,production_vulnerable
539,0,0,4,4,2,1,0,3,0,21,1,1,1.5,0,0,0.0,3,0,0,0,3,1,0,0,0,3,1,0.0,0.0,4.0,4.933333333333334,0,9,6,0,2,0.6666666666666666,0,6,4,3,1,2,0.4,3,1,0.75,4,1,1,2,1,0.5,1,0,0,1.0,0,0,0,0,0,0,0,63,8,0,0.0,0.4,0.0,0.13636363636363635,4.2,0.13636363636363635,0.0,0.0,0.0,0.0,0,4.85,0.0,0,0.0,0.0,0.0,0.0,0.0,441.0,84.0,63.0,63.0,16.0,12.0,12.0,9.0,9.0,9.0,True,tob_Multiplicator_Multiplicator,production_vulnerable
540,1,0,13,8,2,4,0,3,0,57,1,1,2.25,0,0,0.0,4,0,0,0,14,2,0,1,1,6,3,0.0,0.0,23.0,59.03333333333333,0,27,23,0,3,0.8518518518518519,2,18,8,4,1,2,0.3333333333333333,7,1,0.5,7,4,4,2,5,2.0,5,0,0,1.0,0,0,0,0,0,0,0,171,16,6,0.0,0.2222222222222222,0.0,0.05172413793103448,6.333333333333333,0.10344827586206896,0.14285714285714285,0.0,0.0,0.0,0,4.85,0.0,0,0.0,0.0,0.0,0.0,0.0,3249.0,456.0,171.0,342.0,64.0,24.0,48.0,9.0,18.0,36.0,True,tob_GiftBox_GiftBox,production_vulnerable
541,0,0,8,3,0,1,1,1,0,25,1,1,1.0,0,1,0.04,0,0,0,0,5,3,0,0,0,4,2,0.0,0.0,8.0,14.2,0,7,4,0,2,0.5714285714285714,0,3,3,1,1,0,0.0,3,0,0.3333333333333333,3,1,2,0,2,0.0,2,0,0,1.0,0,0,0,0,0,0,0,25,0,0,0.0,0.0,0.0,0.038461538461538464,6.25,0.15384615384615385,0.0,0.0,0.0,0.0,0,7.3500000000000005,0.1,0,0.0,0.0,0.0,0.0,0.0,625.0,75.0,25.0,100.0,9.0,3.0,12.0,1.0,4.0,16.0,True,tob_unprotected_function_Unprotected,production_vulnerable
543,1,2,47,5,0,0,0,1,0,449,11,1,1.0,0,43,0.0957683741648107,1,0,2,0,41,10,0,3,1,11,4,0.0,0.0,67.0,292.3636363636364,0,15,10,0,4,0.6666666666666666,2,5,5,5,2,0,0.0,5,0,1.0,4,0,1,0,2,0.0,2,0,0,1.0,0,0,0,0,0,0,0,449,0,11,0.0,0.0,0.0,0.0022222222222222222,74.83333333333333,0.024444444444444446,0.08333333333333333,0.0,0.0,0.0,0,5.907683741648107,8.3,0,0.0,0.0,0.0,0.0,0.0,201601.0,2245.0,449.0,4939.0,25.0,5.0,55.0,1.0,11.0,121.0,True,MainchainGatewayProxy_0x1a2a1c93,production_vulnerable
544,3,17,98,5,0,1,0,1,0,771,5,1,1.0,0,113,0.1465629053177691,0,0,0,0,93,35,0,20,3,18,6,0.0,0.0,213.0,1390.4166666666667,0,0,0,0,0,0.0,0,0,5,0,0,0,0.0,5,0,0.0,5,1,0,0,10,0.0,5,0,0,1.0,0,0,0,0,0,0,0,771,0,54,0.0,0.0,0.0,0.0012953367875647669,128.5,0.023316062176165803,0.15789473684210525,0.0,0.0,0.0,0,6.415629053177691,11.3,1,0.0,0.0,0.0,0.0,0.0,594441.0,3855.0,771.0,13878.0,25.0,5.0,90.0,1.0,18.0,324.0,True,tob_SpankChain_source_code_SpankChain_Payment,production_vulnerable
545,1,0,3,4,2,1,0,10,0,32,1,1,3.25,0,0,0.0,3,0,0,0,3,1,0,1,0,3,2,0.0,0.0,13.0,16.03333333333333,0,23,23,1,12,1.0,0,13,4,2,1,2,0.5,3,1,0.5,5,1,0,2,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,320,8,3,0.0,0.4,0.0,0.30303030303030304,6.4,0.09090909090909091,0.25,0.0,0.0,0.0,0,4.5,0.0,0,0.0,0.0,0.0,0.0,0.0,1024.0,128.0,320.0,96.0,16.0,40.0,12.0,100.0,30.0,9.0,True,tob_VarLoop_VarLoop,production_vulnerable
547,0,0,3,3,0,1,0,1,0,13,1,1,1.0,0,2,0.1538461538461538,0,0,0,0,3,0,0,0,0,2,1,0.0,0.0,3.0,4.5,0,6,3,0,2,0.5,0,3,3,1,1,0,0.0,2,1,0.3333333333333333,3,1,2,0,2,0.0,2,0,0,1.0,0,0,0,0,0,0,0,13,0,0,0.0,0.0,0.0,0.07142857142857142,3.25,0.14285714285714285,0.0,0.0,0.0,0.0,0,6.488461538461538,0.2,0,0.0,0.0,0.0,0.0,0.0,169.0,39.0,13.0,26.0,9.0,3.0,6.0,1.0,2.0,4.0,True,tob_integer_overflow_integer_overflow_1,production_vulnerable
551,1,1,19,2,0,1,1,1,0,158,4,1,1.0,0,63,0.3987341772151899,0,0,0,0,20,3,0,2,0,10,3,0.0,0.0,34.0,75.14,0,5,3,0,2,0.6,0,2,2,1,1,0,0.0,2,0,0.5,2,1,1,0,1,0.0,1,0,0,1.0,0,0,0,0,0,0,0,158,0,10,0.0,0.0,0.0,0.006289308176100629,52.666666666666664,0.06289308176100629,0.09090909090909091,0.0,0.0,0.0,0,10.9373417721519,6.3,0,0.0,0.0,0.0,0.0,0.0,24964.0,316.0,158.0,1580.0,4.0,2.0,20.0,1.0,10.0,100.0,True,tob_forced_ether_reception_coin,production_vulnerable
553,0,0,3,2,1,1,1,1,0,21,1,1,1.0,0,2,0.0952380952380952,0,0,0,0,3,0,0,0,0,2,1,0.0,0.0,3.0,4.5,0,5,3,0,2,0.6,0,2,2,2,1,1,0.3333333333333333,2,0,1.0,3,1,0,1,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,21,2,0,0.0,0.3333333333333333,0.0,0.045454545454545456,7.0,0.09090909090909091,0.0,0.0,0.0,0.0,0,7.902380952380952,0.2,0,0.0,0.0,0.0,0.0,0.0,441.0,42.0,21.0,42.0,4.0,2.0,4.0,1.0,2.0,4.0,True,tob_wrong_constructor_name_incorrect_constructor,production_vulnerable
554,1,10,13,7,5,9,1,21,0,140,1,1,3.857142857142857,1,50,0.3571428571428571,0,0,0,0,8,16,0,11,1,11,5,0.0,0.0,73.0,127.4181818181818,1,61,63,0,21,1.0327868852459017,2,27,7,3,1,5,0.625,6,1,0.4285714285714285,5,9,3,4,3,0.75,3,0,0,1.0,0,0,0,0,0,0,0,2940,35,11,0.0,0.625,0.0,0.14893617021276595,17.5,0.07801418439716312,0.08333333333333333,0.0,0.0,0.0,0,9.521428571428572,5.0,0,0.0,0.0,0.0,0.0,0.0,19600.0,980.0,2940.0,1540.0,49.0,147.0,77.0,441.0,231.0,121.0,True,tob_KotET_source_code_KingOfTheEtherThrone,production_vulnerable
556,1,5,25,19,5,7,1,8,0,119,1,1,2.3157894736842106,0,15,0.1260504201680672,0,0,0,0,15,16,0,6,4,11,4,0.0,0.0,60.0,142.9090909090909,1,99,86,1,12,0.8686868686868687,6,44,19,9,2,5,0.3571428571428571,16,3,0.4736842105263157,12,7,6,5,7,1.2,7,0,0,1.0,0,0,0,0,0,0,0,952,95,11,0.0,0.25,0.0,0.06666666666666667,5.95,0.09166666666666666,0.08333333333333333,0.0,0.0,0.0,0,7.860504201680673,1.5,0,0.0,0.0,0.0,0.0,0.0,14161.0,2261.0,952.0,1309.0,361.0,152.0,209.0,64.0,88.0,121.0,True,tob_Rubixi_source_code_Rubixi,production_vulnerable
557,2,0,15,5,4,3,0,5,1,54,2,1,2.2,0,0,0.0,2,0,0,0,17,2,0,2,0,7,3,0.0,0.0,35.0,92.0,0,16,14,0,4,0.875,0,11,5,0,0,4,1.0,4,1,0.0,5,3,2,4,2,0.5,2,0,0,1.0,0,0,0,0,0,0,0,270,20,14,0.0,0.6666666666666666,0.2,0.09090909090909091,9.0,0.12727272727272726,0.25,0.0,0.0,0.0,0,4.75,0.0,0,0.0,0.0,0.0,0.0,0.0,2916.0,270.0,270.0,378.0,25.0,25.0,35.0,25.0,35.0,49.0,True,tob_PrivateBank_PrivateBank,production_vulnerable
558,1,2,6,3,1,3,0,1,0,42,2,1,1.0,0,7,0.1666666666666666,1,0,0,0,6,3,0,3,0,7,5,0.0,0.0,26.0,30.085714285714285,0,12,9,0,4,0.75,0,3,3,2,1,1,0.3333333333333333,3,0,0.6666666666666666,2,3,3,1,4,3.0,3,0,0,1.0,0,0,0,0,0,0,0,42,3,7,0.0,0.25,0.0,0.023255813953488372,10.5,0.16279069767441862,0.125,0.0,0.0,0.0,0,6.616666666666666,0.7,0,0.0,0.0,0.0,0.0,0.0,1764.0,126.0,42.0,294.0,9.0,3.0,21.0,1.0,7.0,49.0,True,tob_race_condition_RaceCondition,production_vulnerable
559,0,0,4,2,2,0,0,1,0,13,2,1,1.0,0,0,0.0,0,0,0,0,4,0,0,0,0,2,1,0.0,0.0,4.0,8.0,0,4,2,0,1,0.5,0,2,2,0,0,2,1.0,2,0,0.0,2,0,2,0,2,0.0,2,0,0,1.0,0,0,0,0,0,0,0,13,4,0,0.0,0.6666666666666666,0.0,0.07142857142857142,4.333333333333333,0.14285714285714285,0.0,0.0,0.0,0.0,0,4.95,0.0,0,0.0,0.0,0.0,0.0,0.0,169.0,26.0,13.0,26.0,4.0,2.0,4.0,1.0,2.0,4.0,True,tob_incorrect_interface_Bob,production_vulnerable
560,2,9,80,26,34,9,3,15,0,527,3,1,3.615384615384616,2,206,0.3908918406072106,2,0,0,0,62,32,0,11,1,17,6,0.0,0.0,145.0,719.8823529411765,3,236,227,7,19,0.961864406779661,27,94,26,30,5,34,0.53125,19,7,1.1538461538461535,14,9,13,4,43,3.25,25,0,0,1.0,0,0,0,0,0,0,0,7905,884,34,0.0,1.2592592592592593,0.0,0.028409090909090908,19.51851851851852,0.032196969696969696,0.1111111111111111,0.0,0.0,0.0,0,14.158918406072106,20.6,0,0.0,0.0,0.0,0.0,0.0,277729.0,13702.0,7905.0,8959.0,676.0,390.0,442.0,225.0,255.0,289.0,True,Registrar_0x6090a6e4,production_vulnerable
561,1,0,3,1,0,1,1,1,0,30,2,1,1.0,0,10,0.3333333333333333,0,0,0,0,4,0,0,1,0,3,2,0.0,0.0,13.0,17.333333333333332,0,2,1,0,1,0.5,0,1,1,0,0,0,0.0,1,0,0.0,1,1,0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,30,0,3,0.0,0.0,0.0,0.03225806451612903,15.0,0.0967741935483871,0.25,0.0,0.0,0.0,0,10.283333333333333,1.0,0,0.0,0.0,0.0,0.0,0.0,900.0,30.0,30.0,90.0,1.0,1.0,3.0,1.0,3.0,9.0,True,tob_KOTH_KOTH,production_vulnerable
562,1,33,68,40,13,15,0,47,0,2230,9,1,8.375,7,829,0.3717488789237668,1,0,2,0,48,55,0,34,1,17,5,0.0,0.0,243.0,1236.4411764705883,3,879,849,5,106,0.9658703071672357,173,335,40,153,5,13,0.0783132530120482,23,17,3.825,32,15,15,0,61,0.0,34,0,0,1.0,0,0,0,0,0,0,0,104810,520,17,0.0,0.3170731707317073,0.0,0.0210667861945316,54.390243902439025,0.00761990138951143,0.05555555555555555,0.0,0.0,0.0,0,6.367488789237669,86.9,0,0.0,0.0,0.0,0.0,0.0,4972900.0,89200.0,104810.0,37910.0,1600.0,1880.0,680.0,2209.0,799.0,289.0,True,MoneyMarket_0x0eEe3E38,production_vulnerable
563,0,0,5,3,0,1,0,1,0,13,1,1,1.0,0,0,0.0,0,0,0,0,5,0,0,0,0,2,1,0.0,0.0,5.0,12.5,0,6,3,0,1,0.5,0,3,3,0,0,0,0.0,3,0,0.0,3,1,2,0,2,0.0,2,0,0,1.0,0,0,0,0,0,0,0,13,0,0,0.0,0.0,0.0,0.07142857142857142,3.25,0.14285714285714285,0.0,0.0,0.0,0.0,0,4.95,0.0,0,0.0,0.0,0.0,0.0,0.0,169.0,39.0,13.0,26.0,9.0,3.0,6.0,1.0,2.0,4.0,True,tob_incorrect_interface_Alice,production_vulnerable
564,0,0,17,5,0,1,0,1,0,129,3,1,1.0,0,68,0.5271317829457365,0,0,0,0,19,0,0,0,0,6,2,0.0,0.0,17.0,53.833333333333336,0,0,0,0,0,0.0,0,0,5,0,0,0,0.0,5,0,0.0,5,1,0,0,10,0.0,5,0,0,1.0,0,0,0,0,0,0,0,129,0,0,0.0,0.0,0.0,0.007692307692307693,21.5,0.046153846153846156,0.0,0.0,0.0,0.0,0,10.221317829457366,6.8,0,0.0,0.0,0.0,0.0,0.0,16641.0,645.0,129.0,774.0,25.0,5.0,30.0,1.0,6.0,36.0,True,tob_SpankChain_source_code_SpankChain,production_vulnerable
565,1,3,9,5,1,0,0,3,0,231,5,1,2.6,0,41,0.1774891774891775,1,0,2,0,10,3,0,4,0,7,3,0.0,0.0,34.0,58.77142857142857,0,30,26,0,5,0.8666666666666667,7,13,5,9,1,1,0.1,5,0,1.8,4,0,1,1,12,1.0,4,0,0,1.0,0,0,0,0,0,0,0,693,5,7,0.0,0.16666666666666666,0.0,0.01293103448275862,38.5,0.03017241379310345,0.125,0.0,0.0,0.0,0,6.624891774891775,8.1,0,0.0,0.0,0.0,0.0,0.0,53361.0,1155.0,693.0,1617.0,25.0,15.0,35.0,9.0,21.0,49.0,True,BZxVault_0x8b3d70d6,production_vulnerable
566,0,1,3,1,1,2,0,3,0,42,2,1,3.0,0,11,0.2619047619047619,1,0,0,0,2,2,0,1,1,3,3,0.0,0.0,8.0,9.066666666666666,0,7,7,0,5,1.0,0,3,1,1,1,1,0.5,1,0,1.0,1,2,0,1,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,126,1,0,0.0,0.5,0.0,0.06976744186046512,21.0,0.06976744186046512,0.0,0.0,0.0,0.0,0,7.469047619047618,1.1,0,0.0,0.0,0.0,0.0,0.0,1764.0,42.0,126.0,126.0,1.0,3.0,3.0,9.0,9.0,9.0,True,tob_denial_of_service_auction,production_vulnerable
567,1,0,14,6,4,3,0,3,3,31,1,1,1.3333333333333333,0,5,0.1612903225806451,2,0,0,0,14,1,0,1,0,6,3,0.0,0.0,24.0,58.8,0,16,11,0,3,0.6875,0,8,6,7,1,4,0.3636363636363636,5,1,1.1666666666666667,5,3,1,4,1,0.25,1,0,0,1.0,0,0,0,0,0,0,0,93,24,6,0.0,0.5714285714285714,0.6,0.09375,4.428571428571429,0.1875,0.14285714285714285,0.0,0.0,0.0,0,6.462903225806451,0.5,0,0.0,0.0,0.0,0.0,0.0,961.0,186.0,93.0,186.0,36.0,18.0,36.0,9.0,18.0,36.0,True,tob_reentrancy_ReentrancyExploit,production_vulnerable
